"RUTA","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"Peñarandilla - Alba De Tormes","VACL-074","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Guijo De Ávila - Guijuelo","VACL-073","Viamar Autocares, S.L.U.","Prestación Conjunta",NA
"Herguijuela De La Sierra - Sotoserrano","VACL-072","Viagón Autocares, S.L.","Prestación Conjunta",NA
"Pedrosillo El Ralo - Salamanca","VACL-002","Avanza Movilidad Integral, S. L. U.","Prestación Conjunta",NA
"Tardáguila - Salamanca","VACL-046","Transportes La Armuña, S.L.","Prestación Conjunta",NA
"Vistahermosa - Aldeatejada","VACL-022","Adojaju, S.L.","Prestación Conjunta",NA
"Las Casas Del Conde - La Alberca","VACL-076","Adojaju, S.L.","Prestación Conjunta",NA
"La Alberguería De Argañán - Fuenteguinaldo","VACL-058","J.J. Martín Gallego, S.L.","Prestación Conjunta",NA
"La Tala - Cespedosa De Tormes","AECL-065","Cespedosa Bus, S.L.","Prestación Conjunta",NA
"Villamayor - Almenara De Tormes","VACL-026","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Torreiglesias - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Mata De Cuellar - Cuellar","VACL-120","Linecar, S.A.","Prestación Conjunta",NA
"Ciruelos De Pradales - Ayllón","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Sauquillo De Cabezas - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Gomezserracín - Cuellar","VACL-120","Linecar, S.A.","Prestación Conjunta",NA
"Valseca - Segovia","VACL-122","Linecar, S.A.","Prestación Conjunta",NA
"Pradales - Ayllón","AECL-009","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Rades De Abajo - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Pinarejos - Cuellar","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"Aldenueva Del Monte - Ayllón","AECL-080","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Torrecilla Del Pinar - Cuéllar","VACL-121","Linecar, S.A.","Prestación Conjunta",NA
"Navares De Enmedio - Ayllón","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"El Parral De Villovela - Carbonero El Mayor","VACL-128","Autocares Garrido, S.L.","Prestación Conjunta",NA
"Fuente Del Olmo De Fuentidueña - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Fuentesáuco De Fuentidueña - Cuellar","VACL-121","Linecar, S.A.","Prestación Conjunta",NA
"Monterubio - Segovia","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Jemenuño - Segovia","VACL-122","Linecar, S.A.","Prestación Conjunta",NA
"Cogeces Del Monte - Cuellar","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"Sepúlveda - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Boceguillas - Ayllón","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"La Mata De Rasueros - Cantalejo","VACL-119","Linecar, S.A.","Prestación Conjunta",NA
"Pradales - Boceguillas","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Aldeonte - Ayllón","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Cobos De Fuentidueña - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Encinillas - Segovia","VACL-132","Linecar, S.A.","Prestación Conjunta",NA
"Castroserracín - Sepulveda","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Requijada - Torrecaballeros","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Bahabón - Cuéllar","VACL-120","Linecar, S.A.","Prestación Conjunta",NA
"Martin Muñoz De Las Posadas - Sta. Mª La Real De Nieva","VACL-123","Linecar, S.A.","Prestación Conjunta",NA
"Cozuelos De Fuentidueña - Olombrada","VACL-121","Linecar, S.A.","Prestación Conjunta",NA
"Torreadrada - Sacramenia","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"La Cuesta - Turégano","VACL-119","Linecar, S.A.","Prestación Conjunta",NA
"Villovela Del Pirón - Cantimpalos","VACL-128","Autocares Garrido, S.L.","Prestación Conjunta",NA
"La Rades - San Ildefonso Ies Peñalara","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Lastras Del Pozo - Sangarcia","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Muñoveros - Cantalejo","VACL-119","Linecar, S.A.","Prestación Conjunta",NA
"Navas De Oro - Nava De La Asunción Ies Jaime Gil De Biedma","VACL-123","Linecar, S.A.","Prestación Conjunta",NA
"Los Cortos - Sepulveda Ceo Virgen De La Peña","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Losana De Piron - Torrecaballeros","VACL-121","Linecar, S.A.","Prestación Conjunta",NA
"Torregutierrez - Cuéllar","VACL-120","Linecar, S.A.","Prestación Conjunta",NA
"Sta. Marta Del Cerro - Prádena","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Laguna De Contreras - Sacramenia","VACL-121","Linecar, S.A.","Prestación Conjunta",NA
"El Espinar - Segovia","VAC-246","Avanza Movilidad Integral, S. L. U.","Prestación Conjunta",NA
"Marazoleja - Sangarcía","VACL-122","Linecar, S.A.","Prestación Conjunta",NA
"Otero De Herreros - Segovia Ies La Albuera","VAC-246","Avanza Movilidad Integral, S. L. U.","Prestación Conjunta",NA
"Navares De Las Cuevas - Pri Cardenal Cisneros","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Navares De Las Cuevas - Boceguillas Cp Inf","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Boceguillas Cp Inf - Pri Cardenal Cisneros","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Fuente El Olmo De Fuentidueña - Cantalejo","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Villafranca - Sepulveda","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"La Higuera - Pri Marqués De Lozoya","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"La Higuera - Torrecaballeros Cp Inf","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Torrecaballeros Cp Inf - Pri Marqués De Lozoya","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Torreiglesias - Turegano","VACL-125","Linecar, S.A.","Prestación Conjunta",NA
"Requijada - San Ildefonso","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Villarejo - Riaza","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Jemenuño - Sangarcia","VACL-122","Linecar, S.A.","Prestación Conjunta",NA
"Grajera - Boceguillas","AECL-078","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Espirdo - Torrecaballeros","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Losana De Piron - San Ildefonso O La Granja","VACL-124","Linecar, S.A.","Prestación Conjunta",NA
"Santo Domingo De Pirón - Torrecaballeros","VACL-119","Linecar, S.A.","Prestación Conjunta",NA
"Cedillo De La Torre - Campo De San Pedro","AECL-080","Autocares Víctor Bayo, S.L.","Prestación Conjunta",NA
"Pinar Jardín - Santa María La Real De Nieva Ies Catalina De Lancaster","VACL-122","Linecar, S.A.","Prestación Conjunta",NA
"Pobar - Almajano","AECL-089","Jesús Monge Álvarez","Prestación Conjunta",NA
"Ambrona - Medinaceli","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Layna - Medinaceli","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Monteagudo - Arcos De Jalón","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Mezquetillas - Arcos De Jalón","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Deza - Soria","VACL-155","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Almaluez - Arcos De Jalón","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Serón De Nágima - Almazan","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Ontalvilla De Almazán - Almazán","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Baraona - Almazan","VACL-011","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Castillejo De Robledo - Langa De Duero","AECL-084","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Deza - Gómara","VACL-155","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"La Rasa - El Burgo De Osma","AECL-081","Moreno Sanz 2009, S.L.","Prestación Conjunta",NA
"Valdenebro - El Burgo De Osma","AECL-081","Moreno Sanz 2009, S.L.","Prestación Conjunta",NA
"Vildé - El Burgo De Osma","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Soto De San Esteban - San Esteban De Gormaz","AECL-084","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Gómara - Soria","VACL-155","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Borobia - Ólvega","VACL-006","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Navas Del Pinar - Espejón","AECL-083","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Espeja De San Marcelino - San Leonardo De Yagüe","AECL-091","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Espejón - San Leonardo De Yagüe","AECL-083","Hijos de Ángel Arribas, S.L.U.","Prestación Conjunta",NA
"Duruelo De La Sierra - Covaleda","VACL-045","Automóviles La Serrana, S.L.","Prestación Conjunta",NA
"Cubo De La Solana - Gómara","VACL-155","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Matute De La Sierra - Soria","VACL-005","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Garray - Soria","VACL-005","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Cubo De Hogueras - Soria","VACL-155","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"Cabrejas Del Pinar - Soria","VACL-045","Automóviles La Serrana, S.L.","Prestación Conjunta",NA
"Arévalo De La Sierra - Soria","VACL-005","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"El Royo - Soria","VACL-045","Automóviles La Serrana, S.L.","Prestación Conjunta",NA
"San Felices - Ágreda","AECL-085","Serafín Saínz Ruíz","Prestación Conjunta",NA
"Gómara - Almazán","VACL-154","Sanz Tierno Autocares, S.L.","Prestación Conjunta",NA
"La Zarza - Ataquines","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Castronuevo De Esgueva - Esguevillas De Esgueva","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Prestación Conjunta",NA
"Fombellida - Esguevillas De Esgueva","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Prestación Conjunta",NA
"Melgar De Arriba - Mayorga","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"La Mudarra - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Moral De La Reina - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villalba De Los Alcores - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villardefrades - Mota Del Marqués","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Canillas De Esgueva - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Peñafiel La Chopera - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Cuevas De Provanco - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Langayo - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"San Llorente - Peñafiel","VACL-160","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Santiago Del Arroyo - Arrabal De Portillo","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"Simancas - Simancas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Tordesillas - Tordesillas Ii","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Fuensaldaña - Cigales","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Pedrajas De San Esteban - Íscar","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"San Pablo De La Moraleja - Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Torrecilla De La Orden - Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Nava Del Rey - Medina Del Campo","VACL-157","Pescador Tours, S.L.","Prestación Conjunta",NA
"La Seca - Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Villalba De Los Alcores Ii - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Peñaflor De Hornija - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Pozuelo De La Orden - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"San Pedro De Latarce - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villardefrades - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Tamariz De Campos - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Alcazarén - Olmedo","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Aldeamayor De San Martín - Portillo","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"La Pedraja De Portillo - Portillo","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"Montemayor De Pililla - Portillo","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"San Miguel Del Arroyo - Portillo Arrabal","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"San Bernardo - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Laguna De Contreras - Peñafiel","VACL-040","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Rueda - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Alaejos - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Villafranca De Duero - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"San Román De Hornija - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Sieteiglesias De Trabancos - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Castil De Vela - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villavicencio De Los Caballeros - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Melgar De Abajo - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Monasterio De Vega - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Castrobol - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Simancas - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Fombellida - Valladolid","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Prestación Conjunta",NA
"Villanubla - Valladolid","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Wamba - Valladolid","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"San Martín De Valvení - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Villacid De Campos - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Vega De Ruiponce - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Serrada - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"San Cebrián De Mazote - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"El Montico - Tordesillas","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Cabezón De Valderaduey - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villada - Villalón De Campos","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Cubillas De Santa Marta - Cigales","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Boecillo Urb Pinar Del Peregrino - Boecillo","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Cabezón De Pisuerga - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Medina Del Campo Urbanización ""Las Salinas"" - Medina Del Campo","VACL-157","Pescador Tours, S.L.","Prestación Conjunta",NA
"Aldeamayor De San Martín Urbanización ""Golf"" - Aldeamayor De San Martín","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Boecillo Urb Pago Del Nogal - Boecillo","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Los Villaesteres - Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Hornillos De Eresma - Olmedo","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Viana De Cega - Boecillo","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Simancas - Pri Puente De Simancas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Simancas - Simancas Cp Inf","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Simancas Cp Inf - Pri Puente De Simancas","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Aldeamayor De San Martín Urb. El Soto - Aldeamayor De San Martín","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Renedo De Esgueva - Valladolid Ies Diego De Praves","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Prestación Conjunta",NA
"Aldeamayor - Portillo","VACL-126","Linecar, S.A.","Prestación Conjunta",NA
"La Parrilla - Tudela De Duero","VACL-151","Linecar, S.A.","Prestación Conjunta",NA
"Valdestillas - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Valdestillas Ii - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Villanueva De Duero - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Aldeamayor De San Martín Urb. Golf - Aldeamayor De San Martín","VACL-057","Empresa Cabrero, S.A.","Prestación Conjunta",NA
"Wamba - Villanubla","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Villafranca De Duero - Castronuño","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"Castrejón De Trabarcos - Carpio","VACL-053","La Regional Vallisoletana, S.A.","Prestación Conjunta",NA
"VILLANUBLA - VALLADOLID IES VEGA DEL PRADO Y IES EMILIO FERRARI","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"La Santa Espina - Medina De Rioseco","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"San Mamed - Alcañices","AECL-096","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Abejera De Tábara - Alcañices","VACL-135","Autobuses Carbajo, S.L.","Prestación Conjunta",NA
"Vide De Alba - Alcañices","VACL-130","López Ratón, S.L.","Prestación Conjunta",NA
"Fradellos - Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"El Poyo - Alcañices","AECL-096","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Fonfría - Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Granja De Moreruela - Zamora","VACL-131","Santiago Castaño Fernández","Prestación Conjunta",NA
"Villalba De La Lampreana - Zamora","VACL-140","Castaño e Hijos, S.L.","Prestación Conjunta",NA
"San Martín Del Pedroso - Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Moldones - Alcañices","VACL-130","López Ratón, S.L.","Prestación Conjunta",NA
"Cabañas De Aliste - Alcañices","Vacl-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Salce - Almeida","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Mogatar - Almeida","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Pobladura De Valderaduey - Belver De Los Montes","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Milles De La Polvorosa - Benavente","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Quiruelas De Vidriales - Benavente","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Arrabalde - Benavente","VACL-133","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Pobladura Del Valle - Benavente","VACL-133","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Coomonte - Benavente","VACL-133","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Arrabalde - Morales De Rey","VACL-133","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Bretó - Benavente","VACL-030","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Bretocino - Benavente","VACL-144","Empresa Vaquero, S.L.","Prestación Conjunta",NA
"Santovenia - Burganes De Valverde","VACL-144","Empresa Vaquero, S.L.","Prestación Conjunta",NA
"Pueblica De Valverde - Burganes De Valverde","VACL-144","Empresa Vaquero, S.L.","Prestación Conjunta",NA
"Manganeses De La Polvosora - Benavente","VACL-133","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"San Cristobal De Entreviñas - Benavente","VACL-030","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Pueblica De Valverde - Benavente","VACL-144","Empresa Vaquero, S.L.","Prestación Conjunta",NA
"Carbellino - Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Fermoselle - Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Badilla - Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Villadepera - Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Peque - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"San Pedro De Zamudia - Ferreras De Abajo","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Villanueva De Valrojo - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Olleros De Tera - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Villalverde De Justel - Santibañez De Vidriales","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Ferreras De Arriba - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Villardeciervos - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Santa María De Valverde - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Aguilar De Tera - Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Alcobilla De Nogales - Santibañez De Vidriales","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Molezuelas De La Carballeda - Camarzana De Tera","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Olmillos De Castro - Carbajales De Alba","VACL-135","Autobuses Carbajo, S.L.","Prestación Conjunta",NA
"Villalube - Coreses","VACL-136","Autocares Posadas, S.L.","Prestación Conjunta",NA
"Aspariegos - Coreses","VACL-136","Autocares Posadas, S.L.","Prestación Conjunta",NA
"Villagodio - Coreses","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Santa Clara De Avedillo - Corrales Del Vino","VACL-014","Zamora - Salamanca, S.A.","Prestación Conjunta",NA
"Puercas De Aliste - Fonfria","VACL-130","López Ratón, S.L.","Prestación Conjunta",NA
"Castro De Alcañices - Fonfria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Pino Del Oro - Fonfria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"El Maderal - Fuentesaúco","VACL-014","Zamora - Salamanca, S.A.","Prestación Conjunta",NA
"Olmo De La Guareña - Fuentesaúco","VACL-143","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Castrillo De La Guareña - Fuentesaúco","VACL-143","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"El Pego - Fuentesaúco","VACL-143","Herederos de A. Tamame, S.A.","Prestación Conjunta",NA
"Argujillo - Gema","VACL-065","Autocares Siga Hermanos, S.L.","Prestación Conjunta",NA
"Arcenillas - Gema","VACL-065","Autocares Siga Hermanos, S.L.","Prestación Conjunta",NA
"Cazurra - Gema","VACL-014","Zamora - Salamanca, S.A.","Prestación Conjunta",NA
"Cuelgamures - Gema","VACL-065","Autocares Siga Hermanos, S.L.","Prestación Conjunta",NA
"San Cristobal De Aliste - Mahide","VACL-130","López Ratón, S.L.","Prestación Conjunta",NA
"Carbajosa De Alba - Muelas Del Pan","VACL-127","Calles y Vara Services, S.L.","Prestación Conjunta",NA
"Valdeperdices - Muelas Del Pan","VACL-140","Castaño e Hijos, S.L.","Prestación Conjunta",NA
"Donadillo - Puebla De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Muelas De Los Caballeros - Palacios De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Otero De Los Centenos - Puebla De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Prestación Conjunta",NA
"Calabor Ii - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Villanueva De La Sierra - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Requejo - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Rihonor De Castilla - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Rihonor De Castilla - La Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Castro De Sanabria - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Castro De Sanabria - Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"San Martín De Castañeda - Puebla De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"San Martín De Castañeda - El Puente De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Ribadelago - Puebla De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Moncabril - El Puente De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"San Ciprián - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"San Ciprián - El Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Ferreros - Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
"Ferreros - El Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Prestación Conjunta",NA
